doi,title,pmid,authors,year,issns,supporting_cites,disputing_cites,mentioning_cites,total_cites,scite_report_link,fields,first_approach,second_approach,third_approach
10.1016/j.ssresearch.2016.07.007,Faith's wager: How religion deters gambling,,"['Kraig Beyerlein', 'Jeffrey J. Sallaz']",2017.0,['0049-089X'],1.0,0.0,2.0,3.0,https://scite.ai/reports/faith-s-wager-how-religion-deters-Q0nnyx,Psychology_Salience (language)_Lottery_Attendance_Faith_Online gambling_Time intensity_Legitimacy_Deterrence theory_Criminology_Social psychology,0.0,0.0,0.0
10.1098/rsos.170286,"Simulated seal scarer sounds scare porpoises, but not seals: species-specific responses to 12 kHz deterrence sounds",28791155.0,"['Lonnie Mikkelsen', 'Line Hermannsen', 'Kristian Beedholm', 'Peter Teglberg Madsen', 'Jakob Tougaard']",2017.0,"['2054-5703', '2054-5703']",1.0,0.0,3.0,4.0,https://scite.ai/reports/simulated-seal-scarer-sounds-scare-jMPep3V,Loudspeaker_Sound exposure_Tone burst_Sound sources_Environmental science_Fishery_Deterrence theory,0.0,0.0,0.0
10.1177/1352458517739138,Aspirin is an effective pretreatment for exercise in multiple sclerosis: A double-blind randomized controlled pilot trial,,"['Victoria M Leavitt', 'Adam R Blanchard', 'Chu-Yueh Guo', 'Eva Gelernt', 'James F Sumowski', 'Joel Stein']",2017.0,"['1352-4585', '1477-0970']",1.0,0.0,4.0,5.0,https://scite.ai/reports/aspirin-is-an-effective-pretreatment-aX1LmP9,Physical therapy_Placebo_Aspirin_Multiple sclerosis_Heat sensitivity_Double blind_Cycle ergometer_Pilot trial_Statistical significance_Medicine,0.0,0.0,0.0
10.1111/1475-4932.12333,The Dynamics of Informal Care Provision in an Australian Household Panel Survey: Previous Work Characteristics and Future Care Provision,,"['Ha Trong Nguyen', 'Luke B. Connelly']",2017.0,['0013-0249'],1.0,0.0,6.0,7.0,https://scite.ai/reports/the-dynamics-of-informal-care-keVA4ea,Care work_Labour economics_Economics_Perception_Job security_Primary caregiver_Intensive care_Panel survey_Medium term_Care provision_Demographic economics,0.0,0.0,0.0
10.15406/ipcb.2017.02.00023,Fathers’ To Be’ Knowledge about Breastfeeding,,"['Alexandrina Cardoso', 'Abel Paiva E Silva', 'Heimar Marin']",2017.0,['2574-9889'],1.0,0.0,2.0,3.0,https://scite.ai/reports/fathers-to-be-knowledge-about-ejN6O60,Developmental psychology_Breastfeeding_Medicine,0.0,0.0,0.0
10.4324/9781315128788-4,Drivers Who Drink and Rational Choice: Random Breath Testing and the Process of Deterrence,,['Ross Homel'],2017.0,[],1.0,0.0,7.0,8.0,https://scite.ai/reports/drivers-who-drink-and-rational-vJNzRXv,Positive economics_Rational choice theory_Political science_Law_Breath testing_Deterrence theory,1.0,0.0,1.0
10.1002/advs.201700270,Catalytic Effects in Lithium-Sulfur Batteries: Promoted Sulfur Transformation and Reduced Shuttle Effect,29375960.0,"['Donghai Liu', 'Chen Zhang', 'Guangmin Zhou', 'Wei Lv', 'Guowei Ling', 'Linjie Zhi', 'Quan-Hong Yang']",2017.0,['2198-3844'],1.0,0.0,84.0,85.0,https://scite.ai/reports/catalytic-effects-in-lithium-sulfur-batteries-jMGJldJ,Catalysis_Nanotechnology_Chemistry_Nitride_Charge cycle_Sulfur utilization_Sulfur_Lithium_Metal_Battery (electricity),0.0,0.0,0.0
10.1007/s11292-017-9311-5,Paradoxical effects of self-awareness of being observed: testing the effect of police body-worn cameras on assaults and aggression against officers,,"['Barak Ariel', 'Alex Sutherland', 'Darren Henstock', 'Josh Young', 'Paul Drover', 'Jayne Sykes', 'Simon Megicks', 'Ryan Henderson']",2017.0,"['1573-3750', '1572-8315']",1.0,0.0,15.0,16.0,https://scite.ai/reports/paradoxical-effects-of-self-awareness-of-ejYO5MK,Random assignment_Odds_Psychosocial_Odds ratio_Randomized controlled trial_Use of force_Discretion_Aggression_Clinical psychology,0.0,0.0,0.0
10.1057/s41303-017-0066-x,Why security and privacy research lies at the centre of the information systems (IS) artefact: proposing a bold research agenda,,"['Paul Benjamin Lowry', 'Tamara Dinev', 'Robert Willison']",2017.0,"['0960-085X', '1476-9344']",1.0,0.0,43.0,44.0,https://scite.ai/reports/why-security-and-privacy-research-EW3aWey,Internet privacy_Information privacy_Personally identifiable information_Information system_Cloud computing security_Privacy by Design_Management information systems_Public relations_Computer science_Privacy software_Big data,0.0,0.0,0.0
10.1111/nicc.12315,Repeated sleep-quality assessment and use of sleep-promoting interventions in ICU,,"['Ashika Menear', 'Rosalind Elliott', 'Leanne M Aitken', 'Sara Lal', 'Sharon McKinley']",2017.0,['1362-1017'],1.0,0.0,7.0,8.0,https://scite.ai/reports/repeated-sleep-quality-assessment-and-use-2NOp02Y,Intensive care medicine_Physical therapy_Audit_Critical care nursing_Observational study_Psychological intervention_Intensive care unit_Guideline_Sleep quality_Intensive care_Medicine,0.0,0.0,0.0
10.5055/jom.2017.0421,"Intranasal abuse potential of an abuse-deterrent oxycodone formulation compared to oxycodone immediate release and placebo in nondependent, recreational opioid users",,"['Beatrice Setnik, PhD', 'Kerri Schoedel, PhD', 'Cindy Bartlett, MMath', 'Chris Dick, MS, MBA', 'Nasrat Hakim, MS, LLM', 'Pierre Geoffroy, MDCM, MSc, FCFP, DABAM']",2017.0,"['1551-7489', '1551-7489']",1.0,0.0,0.0,1.0,https://scite.ai/reports/intranasal-abuse-potential-of-an-xZlP2K,Pharmacodynamics_Placebo_Opioid antagonist_Oxycodone_Naltrexone_Opioid_Oxycodone hydrochloride_Anesthesia_Medicine_Crossover study,0.0,0.0,0.0
10.1016/j.jflm.2017.01.006,Geospatial analysis of suicidal bridge jumping in the Metro Vancouver Regional District from 2006 to 2014,,"['Vienna C. Lam', 'J. Bryan Kinney', 'Lynne S. Bell']",2017.0,['1752-928X'],1.0,0.0,2.0,3.0,https://scite.ai/reports/geospatial-analysis-of-suicidal-bridge-vGAeZO,Regional science_Geography_Environmental criminology_Bolster_Jumping_Spatial relationship_Deterrence theory_Forensic engineering_Environmental design_Victimology_Geospatial analysis,0.0,0.0,0.0
10.1021/acsami.7b01674,Dielectric Characterization of Confined Water in Chiral Cellulose Nanocrystal Films,28394559.0,"['Bharath Natarajan', 'Caglar Emiroglu', 'Jan Obrzut', 'Douglas M. Fox', 'Beatriz Pazmino', 'Jack F. Douglas', 'Jeffrey W. Gilman']",2017.0,"['1944-8244', '1944-8252']",1.0,0.0,8.0,9.0,https://scite.ai/reports/dielectric-characterization-of-confined-water-pnj82pz,Dielectric_Wetting_Nanocrystal_Organic chemistry_Materials science_Crystallization_Self-assembly_Cellulose_Phosphonium_Chemical engineering_Evaporation,0.0,0.0,0.0
10.1073/pnas.1621496114,Serpin1 and WSCP differentially regulate the activity of the cysteine protease RD21 during plant development in Arabidopsis thaliana,28179567.0,"['Sachin Rustgi', 'Edouard Boex-Fontvieille', 'Christiane Reinbothe', 'Diter von Wettstein', 'Steffen Reinbothe']",2017.0,"['0027-8424', '1091-6490']",1.0,0.0,16.0,17.0,https://scite.ai/reports/serpin1-and-wscp-differentially-regulate-dRawZx,Innate immune system_Homology modeling_Proteases_Arabidopsis thaliana_Protease_Cysteine protease_Skotomorphogenesis_Proteolytic enzymes_Biochemistry_Biology,0.0,0.0,0.0
10.2139/ssrn.3120363,One Size Does Not Fit All: A Field Experiment on the Drivers of Tax Compliance and Delivery Methods in Rwanda,,"['Giulia Mascagni', 'Christopher Nell', 'Nara Monkam']",2017.0,['1556-5068'],1.0,0.0,19.0,20.0,https://scite.ai/reports/one-size-does-not-fit-4L492WY,Declaration_Business_Marketing_Profit (economics)_Revenue_Taxpayer_Delivery methods_Deterrence theory,0.0,0.0,0.0
10.2196/jmir.7393,Enhancing Seasonal Influenza Surveillance: Topic Analysis of Widely Used Medicinal Drugs Using Twitter Data,28899847.0,"['Ireneus Kagashe', 'Zhijun Yan', 'Imran Suheryani']",2017.0,['1438-8871'],1.0,0.0,21.0,22.0,https://scite.ai/reports/enhancing-seasonal-influenza-surveillance-topic-9OlJ3g9,Data mining_Flu season_Public health surveillance_Social desirability bias_Disease_Oseltamivir_Latent Dirichlet allocation_Social media_Medicine_Survey methodology_Environmental health,0.0,0.0,0.0
10.1186/s12909-017-1081-2,"What will it take? Pathways, time and funding: Australian medical students’ perspective on clinician-scientist training",29216896.0,"['Diann S. Eley', 'Charmaine Jensen', 'Ranjeny Thomas', 'Helen Benham']",2017.0,['1472-6920'],1.0,0.0,16.0,17.0,https://scite.ai/reports/what-will-it-take-pathways-gZLrpwz,Psychology_Health care_Perception_Patient care_Medical school_Career decision_Integrated approach_Clinician scientist_Medical education_Qualitative property,0.0,0.0,0.0
10.1111/cfs.12388,Motivating perpetrators of domestic and family violence to engage in behaviour change: The role of fatherhood,,['Silke Meyer'],2017.0,['1356-7500'],1.0,0.0,2.0,3.0,https://scite.ai/reports/motivating-perpetrators-of-domestic-and-jWEp5l,Developmental psychology_Psychology_Psychological intervention_Accountability_Intervention program_Behaviour change_Domestic violence_Social psychology_Punitive damages,0.0,0.0,0.0
10.1016/j.drugpo.2017.09.010,“Caught with a body” yet protected by law? Calling 911 for opioid overdose in the context of the Good Samaritan Law,,"['Amanda D. Latimore', 'Rachel S. Bergstein']",2017.0,['0955-3959'],1.0,0.0,7.0,8.0,https://scite.ai/reports/caught-with-a-body-yet-681pZA6,Psychiatry_Paraphernalia_Law_Drug overdose_Opioid overdose_Law enforcement_Legal immunity_Good Samaritan law_Homicide_Harm reduction_Medicine,0.0,0.0,0.0
10.1016/j.cub.2017.07.012,Distasteful Nectar Deters Floral Robbery,,"['Sarah E. Barlow', 'Geraldine A. Wright', 'Carolyn Ma', 'Marta Barberis', 'Iain W. Farrell', 'Emily C. Marr', 'Alice Brankin', 'Bruce M. Pavlik', 'Philip C. Stevenson']",2017.0,['0960-9822'],1.0,0.0,36.0,37.0,https://scite.ai/reports/distasteful-nectar-deters-floral-robbery-jMP1ZAj,Pollinator_Mutualism (biology)_Nectar source_Nectar_Nectar guide_Bumblebee_Bombus hortorum_Chemical defense_Botany_Biology,0.0,0.0,0.0
10.1017/s0266467417000037,Escape behaviour of aposematic (Oophaga pumilio) and cryptic (Craugastor sp.) frogs in response to simulated predator approach,,"['Annelise Blanchette', 'Noémi Becza', 'Ralph A. Saporito']",2017.0,"['0266-4674', '1469-7831']",1.0,0.0,4.0,5.0,https://scite.ai/reports/escape-behaviour-of-aposematic-oophaga-zvDQyx,Aposematism_Predation_Camouflage_Oophaga_Craugastor_Escape response_Biology_Crypsis_Zoology_Predator,0.0,0.0,0.0
10.1242/jeb.172486,Too hard to swallow: a secret secondary defence of an aposematic insect,,"['Lu-Yi Wang', 'Wen-San Huang', 'Hsin-Chieh Tang', 'Lung-Chun Huang', 'Chung-Ping Lin']",2017.0,"['0022-0949', '1477-9145']",1.0,0.0,14.0,15.0,https://scite.ai/reports/too-hard-to-swallow-a-zRdmV4K,Aposematism_Habitat_Predation_Insect_Lizard_Vertebrate_Japalura_Weevil_Biology_Zoology,0.0,0.0,0.0
10.1186/s13045-017-0490-3,Interleukin-21 promotes thymopoiesis recovery following hematopoietic stem cell transplantation,28615039.0,"['Aurélie Tormo', 'Fatemeh Khodayarian', 'Yun Cui', 'Edouard Al-Chami', 'Reem Kanjarawi', 'Beatriz Noé', 'Huijie Wang', 'Moutih Rafei']",2017.0,['1756-8722'],1.0,0.0,12.0,13.0,https://scite.ai/reports/interleukin-21-promotes-thymopoiesis-recovery-following-G3Yd2gx,Interleukin 21_CD8_Immunology_T cell_Hematopoietic stem cell transplantation_Lymphocyte_Graft-versus-host disease_Bone marrow_Transplantation_Medicine,0.0,0.0,0.0
10.1371/journal.pone.0183729,Context-dependent medicinal effects of anabasine and infection-dependent toxicity in bumble bees,28832668.0,"['Evan C. Palmer-Young', 'Alison Hogeboom', 'Alexander J. Kaye', 'Dash Donnelly', 'Jonathan Andicoechea', 'Sara June Connon', 'Ian Weston', 'Kimberly Skyrm', 'Rebecca E. Irwin', 'Lynn S. Adler']",2017.0,['1932-6203'],1.0,0.0,8.0,9.0,https://scite.ai/reports/context-dependent-medicinal-effects-of-anabasine-3n3W2wd,Pollinator_Nectar_Anabasine_Alkaloid_Nicotiana_Bombus impatiens_Pollen_Crithidia_Botany_Biology_Zoology,0.0,0.0,0.0
10.1016/j.evolhumbehav.2017.07.003,The psychology of deterrence explains why group membership matters for third-party punishment,,"['Andrew W. Delton', 'Max M. Krasnow']",2017.0,['1090-5138'],1.0,1.0,10.0,12.0,https://scite.ai/reports/the-psychology-of-deterrence-explains-aX6D6mx,Ingroups and outgroups_Norm (social)_Psychology_Parochialism_Dictator_Third-party punishment_Outgroup_Deterrence theory_Social psychology_Evolutionary psychology,0.0,0.0,0.0
10.1111/bjh.14588,"Blood donors' perceptions, motivators and deterrents in Sub-Saharan Africa - a scoping review of evidence",,"['Lucy Asamoah-Akuoko', 'Oliver W. Hassall', 'Imelda Bates', 'Henrik Ullum']",2017.0,['0007-1048'],1.0,1.0,26.0,28.0,https://scite.ai/reports/blood-donors-perceptions-motivators-and-PQYR9v0,Norm (social)_Surgery_Mobilization_Perception_Incentive_Sub saharan_Blood donor_Altruism_Medicine_Developing country_Environmental health,0.0,0.0,0.0
10.1371/journal.pmed.1002341,"Community and health system intervention to reduce disrespect and abuse during childbirth in Tanga Region, Tanzania: A comparative before-and-after study",28700587.0,"['Stephanie A. Kujawski', 'Lynn P. Freedman', 'Kate Ramsey', 'Godfrey Mbaruku', 'Selemani Mbuyita', 'Wema Moyo', 'Margaret E. Kruk']",2017.0,['1549-1676'],1.0,1.0,48.0,50.0,https://scite.ai/reports/community-and-health-system-intervention-kegjbrL,Nursing_Psychological intervention_Community health_Neglect_Tanzania_Childbirth_Physical abuse_Global health_Program evaluation_Medicine,0.0,0.0,0.0
10.7717/peerj.3049,Effects of shepherds and dogs on livestock depredation by leopards (Panthera pardus) in north-eastern Iran,28243544.0,"['Igor Khorozyan', 'Mahmood Soofi', 'Mobin Soufi', 'Amirhossein Khaleghi Hamidi', 'Arash Ghoddousi', 'Matthias Waltert']",2017.0,['2167-8359'],1.0,1.0,23.0,25.0,https://scite.ai/reports/effects-of-shepherds-and-dogs-1EL3yM,Livestock_Flock_Carnivore_Herd_Surplus killing_Geography_Leopard_Panthera_Veterinary medicine_Animal husbandry,0.0,0.0,0.0
10.1016/j.jacr.2016.03.016,Compliance With Screening Mammography Guidelines After a False-Positive Mammogram,,"['Lara A. Hardesty', 'Kimberly E. Lind', 'Eric J. Gutierrez']",2016.0,['1546-1440'],1.0,0.0,3.0,4.0,https://scite.ai/reports/compliance-with-screening-mammography-guidelines-Pen332,Recall_Radiology_Obstetrics_Retrospective cohort study_Exact test_Mammography_Screening mammography_Task force_Breast cancer_Medicine_Correlation and dependence,0.0,0.0,0.0
10.1016/j.drugalcdep.2016.10.023,International approaches to driving under the influence of cannabis: A review of evidence on impact,,"['Tara Marie Watson', 'Robert E. Mann']",2016.0,['0376-8716'],1.0,0.0,20.0,21.0,https://scite.ai/reports/international-approaches-to-driving-under-mWvLrr,Criminal justice_Human factors and ergonomics_MEDLINE_PsycINFO_CINAHL_Driving under the influence_Poison control_Grey literature_Applied psychology,0.0,0.0,0.0
10.1016/j.jphysparis.2016.11.006,Kissing bugs can generalize and discriminate between different bitter compounds,,"['Yamila Asparch', 'Gina Pontes', 'Santiago Masagué', 'Sebastian Minoli', 'Romina B. Barrozo']",2016.0,['0928-4257'],1.0,0.0,5.0,6.0,https://scite.ai/reports/kissing-bugs-can-generalize-and-Pey16V,Stimulus (physiology)_Gustatory system_Rhodnius prolixus_Learning abilities_Associative conditioning_Bitter taste_Communication_Biology_Taste,0.0,0.0,0.0
10.1073/pnas.1610961113,Formation of raiding parties for intergroup violence is mediated by social network structure,27790996.0,"['Luke Glowacki', 'Alexander Isakov', 'Richard W. Wrangham', 'Rose McDermott', 'James H. Fowler', 'Nicholas A. Christakis']",2016.0,"['0027-8424', '1091-6490']",1.0,0.0,20.0,21.0,https://scite.ai/reports/formation-of-raiding-parties-for-D6bGke,RAID_Mobilization_Pastoralism_Political science_Longitudinal study_Collective action_Population_Social dynamics_Social psychology_Social network,1.0,0.0,1.0
10.1080/02755947.2015.1120834,Bubble Curtain Deflection Screen Diverts the Movement of both Asian and Common Carp,,"['D. P. Zielinski', 'P. W. Sorensen']",2016.0,"['0275-5947', '1548-8675']",1.0,0.0,12.0,13.0,https://scite.ai/reports/bubble-curtain-deflection-screen-diverts-NQ2nje,Bubble_Acoustics_Bubble curtain_Common carp_Silver carp_Asian carp_Carp_Cyprinus_Bighead carp_Environmental science_Fishery,0.0,0.0,0.0
10.1080/15389588.2015.1066499,Prevalence of alcohol-impaired driving and riding in northern Ghana,,"['James Damsere-Derry', 'Gavan Palk', 'Mark King']",2016.0,"['1538-9588', '1538-957X']",1.0,0.0,10.0,11.0,https://scite.ai/reports/prevalence-of-alcohol-impaired-driving-and-vkvmAL,Human factors and ergonomics_Occupational safety and health_Injury prevention_Systematic sampling_Transport engineering_Blood alcohol_Poison control_Impaired driving_Suicide prevention_Medicine_Environmental health,0.0,0.0,0.0
10.1093/jee/tow116,"Field Evaluation of an Oviposition Deterrent for Management of Spotted-Wing Drosophila,Drosophila suzukii, and Potential Nontarget Effects",,"['Anna K. Wallingford', 'Heather L. Connelly', ""Gabrielle Dore Brind'Amour"", 'Matthew T. Boucher', 'Agenor Mafra-Neto', 'Greg M. Loeb']",2016.0,"['0022-0493', '1938-291X']",1.0,0.0,32.0,33.0,https://scite.ai/reports/field-evaluation-of-an-oviposition-W5lVeg,Pollinator_Integrated pest management_Horticulture_Pollination_PEST analysis_1-Octen-3-ol_Pheromone_Drosophila suzukii_Hymenoptera_Botany_Biology,0.0,0.0,0.0
10.1073/pnas.1520404113,Leucokinin mimetic elicits aversive behavior in mosquito Aedes aegypti (L.) and inhibits the sugar taste neuron,27274056.0,"['Hyeogsun Kwon', 'Moutaz Ali Agha', 'Ryan C. Smith', 'Ronald J. Nachman', 'Frédéric Marion-Poll', 'Patricia V. Pietrantonio']",2016.0,"['0027-8424', '1091-6490']",1.0,0.0,21.0,22.0,https://scite.ai/reports/leucokinin-mimetic-elicits-aversive-behavior-RprRZD,Internal medicine_Endocrinology_Malpighian tubule system_Sensory neuron_Kinin_Hindgut_Labellum_Insect_Aedes aegypti_Neuron_Biology_Cell biology,0.0,0.0,0.0
10.1128/aem.03887-15,A Highly Arginolytic Streptococcus Species That Potently Antagonizes Streptococcus mutans,,"['Xuelian Huang', 'Sara R. Palmer', 'Sang-Joon Ahn', 'Vincent P. Richards', 'Matthew L. Williams', 'Marcelle M. Nascimento', 'Robert A. Burne']",2016.0,"['0099-2240', '1098-5336']",1.0,0.0,71.0,72.0,https://scite.ai/reports/a-highly-arginolytic-streptococcus-species-x6e6Gg,Streptococcus parasanguinis_Arginine deiminase_Streptococcus sanguinis_Streptococcus_Streptococcus mutans_Dental plaque_Streptococcus gordonii_Biochemistry_Biofilm_Biology_Microbiology,0.0,0.0,0.0
10.1177/1077801216661037,When Women Do Not Want It: Young Female Bargoers’ Experiences With and Responses to Sexual Harassment in Social Drinking Contexts,,"['Kathryn Graham', 'Sharon Bernards', 'Antonia Abbey', 'Tara M. Dumas', 'Samantha Wells']",2016.0,"['1077-8012', '1552-8448']",1.0,0.0,18.0,19.0,https://scite.ai/reports/when-women-do-not-want-bb3Z6r,Feeling_Developmental psychology_Psychology_Human factors and ergonomics_Occupational safety and health_Injury prevention_Harassment_Aggression_Poison control_Suicide prevention_Social psychology,0.0,0.0,0.0
10.1177/0886260516636391,Measuring Attitudes About Hate: Development of the Hate Crime Beliefs Scale,,"['Mollimichelle K. Cabeldue', 'Robert J. Cramer', 'Andre Kehn', 'James W. Crosby', 'Jeffrey S. Anastasi']",2016.0,"['0886-2605', '1552-6518']",1.0,0.0,8.0,9.0,https://scite.ai/reports/measuring-attitudes-about-hate-development-WWx2OJ,Prejudice (legal term)_Psychology_Predictive validity_Sexual orientation_Transgender_Blame_Poison control_Prejudice_Construct validity_Social psychology,0.0,0.0,0.0
10.1590/0074-02760160075,Larvicidal activity of Syzygium aromaticum (L.) Merr and Citrus sinensis (L.) Osbeck essential oils and their antagonistic effects with temephos in resistant populations of Aedes aegypti,27384083.0,"['Adriana Faraco de Oliveira Araujo', 'João Tadeu Ribeiro-Paes', 'Juliana Telles de Deus', 'Sócrates Cabral de Holanda Cavalcanti', 'Rogéria de Souza Nunes', 'Péricles Barreto Alves', 'Maria de Lourdes da Graça Macoris']",2016.0,"['1678-8060', '0074-0276']",1.0,0.0,5.0,6.0,https://scite.ai/reports/larvicidal-activity-of-syzygium-aromaticum-R6yKWG,Larva_Temefos_Aedes aegypti_Larvicide_Citrus × sinensis_Mosquito control_Aedes_Syzygium_Traditional medicine_Botany_Biology,0.0,0.0,0.0
10.1002/hyp.10791,Wicked but worth it: student perspectives on socio-hydrology,,"['Morgan C. Levy', 'Margaret Garcia', 'Peter Blair', 'Xi Chen', 'Sharlene L. Gomes', 'Drew B. Gower', 'Johanna Grames', 'Linda Kuil', 'Ye Liu', 'Landon Marston', 'Paul F. McCord', 'Mahendran Roobavannan', 'Ruijie Zeng']",2016.0,['0885-6087'],1.0,0.0,18.0,19.0,https://scite.ai/reports/wicked-but-worth-it-student-VbdPbE,Geoprofessions_Drainage basin_Anthropocene_Civil engineering_Water resources_Environmental engineering science_Environmental science_Socio-hydrology_Ecological systems theory_Environmental planning,0.0,0.0,0.0
10.1016/j.drugalcdep.2016.09.018,Sustained reduction of diversion and abuse after introduction of an abuse deterrent formulation of extended release oxycodone,,"['Stevan Geoffrey Severtson', 'Matthew S. Ellis', 'Steven P. Kurtz', 'Andrew Rosenblum', 'Theodore J. Cicero', 'Mark W. Parrino', 'Michael K. Gilbert', 'Mance E. Buttram', 'Nabarun Dasgupta', 'Becki BucherBartelson', 'Jody L. Green', 'Richard C. Dart']",2016.0,['0376-8716'],1.0,0.0,37.0,38.0,https://scite.ai/reports/sustained-reduction-of-diversion-and-61MLpr,Psychiatry_Oxycodone_Drug diversion_Population_Drug availability_Opioid analgesics_Abuse deterrent_Extended release_Substance abuse_Anesthesia_Medicine,0.0,0.0,0.0
10.1016/j.econmod.2016.01.023,Do children of the first marriage deter divorce?,,"['Héctor Bellido', 'José Alberto Molina', 'Anne Solaz', 'Elena Stancanelli']",2016.0,['0264-9993'],1.0,0.0,2.0,3.0,https://scite.ai/reports/do-children-of-the-first-LYDJJA,Labour economics_Economics_Causality_Expected utility hypothesis_Family economics_Marital Conflicts_Marital stability_Demographic economics,0.0,0.0,0.0
10.1007/s40615-016-0304-2,Latina and Black/African American Women’s Perspectives on Cancer Screening and Cancer Screening Reminders,27864808.0,"['Susan Brandzel', 'Eva Chang', 'Leah Tuzzio', 'Camille Campbell', 'Nora Coronado', 'Erin J. Aiello Bowles', 'Susan Carol Bradford', 'Diana S. M. Buist']",2016.0,"['2197-3792', '2196-8837']",1.0,0.0,6.0,7.0,https://scite.ai/reports/latina-and-black-african-american-women-s-WJeWpJ,Epidemiology_Ethnic group_Alternative medicine_Cancer screening_Colon cancer screening_Black/African American_Gynecology_African american_Family medicine_Focus group_Medicine,0.0,0.0,0.0
10.1007/s11101-016-9481-1,Plant defense and herbivore counter-defense: benzoxazinoids and insect herbivores,27932939.0,"['Felipe C. Wouters', 'Blair Blanchette', 'Jonathan Gershenzon', 'Daniel G. Vassão']",2016.0,"['1568-7767', '1572-980X']",1.0,0.0,52.0,53.0,https://scite.ai/reports/plant-defense-and-herbivore-counter-defense-2GrVLD,Chemical ecology_Crop_Plant defense against herbivory_Ecology_Insect_Insect physiology_Allelopathy_Herbivore_Poaceae_Botany_Biology,0.0,0.0,0.0
10.1038/srep29284,Caenorhabditis elegans employs innate and learned aversion in response to bacterial toxic metabolites tambjamine and violacein,27384057.0,"['Francesco Ballestriero', 'Jadranka Nappi', 'Giuseppina Zampi', 'Paolo Bazzicalupo', 'Elia Di Schiavi', 'Suhelen Egan']",2016.0,['2045-2322'],1.0,0.0,7.0,8.0,https://scite.ai/reports/caenorhabditis-elegans-employs-innate-and-Yl1Z63,Ecology_Tambjamine_Metabolite_Violacein_Caenorhabditis elegans_Olfactory Learning_Neurotransmitter Agents_Behavioral response_Bacteria_Genetics_Biology,0.0,0.0,0.0
10.1017/cbo9781139048194,Law and Order in Ancient Athens,,['Adriaan Lanni'],2016.0,[],1.0,0.0,4.0,5.0,https://scite.ai/reports/law-and-order-in-ancient-5l2KwD,No data.,0.0,0.0,0.0
10.1177/0042098016664829,Normative and image motivations for transportation policy compliance,,"['Jingkang Gao', 'Jinhua Zhao']",2016.0,"['0042-0980', '1360-063X']",1.0,0.0,1.0,2.0,https://scite.ai/reports/normative-and-image-motivations-for-prvAjz,Political science_Policy Compliance_Public relations_Normative_Real estate_Entrepreneurship,1.0,0.0,1.0
10.1111/gcbb.12336,How willing are landowners to supply land for bioenergy crops in the Northern Great Lakes Region?,,"['Scott M. Swinton', 'Sophia Tanner', 'Bradford L. Barham', 'Daniel F. Mooney', 'Theodoros Skevas']",2016.0,['1757-1693'],1.0,0.0,15.0,16.0,https://scite.ai/reports/how-willing-are-landowners-to-kPK9xL,Business_Bioenergy_Land development_Marginal land_Contingent valuation_Food vs. fuel_Agroforestry_Land management_Sustainability_Opportunity cost,0.0,0.0,0.0
10.1111/acv.12248,Non-lethal management of carnivore predation: long-term tests with a startle reflex-based deterrence system on a fish farm,,"['T. Götz', 'V. M. Janik']",2016.0,['1367-9430'],1.0,0.0,12.0,13.0,https://scite.ai/reports/non-lethal-management-of-carnivore-predation-kP0WR3,Marine habitats_Carnivore_Predation_Ecology_Sound exposure_Otter_Startle response_Porpoise_Fishery_Habitat destruction_Biology,0.0,0.0,0.0
10.3390/insects7030041,"Evidence of Subterranean Termite Feeding Deterrent Produced by Brown Rot Fungus Fibroporia radiculosa (Peck) Parmasto 1968 (Polyporales, Fomitopsidaceae)",27548231.0,"['Nadia Kamaluddin', 'Akiko Nakagawa-Izumi', 'Shota Nishizawa', 'Ayuko Fukunaga', 'Shuichi Doi', 'Tsuyoshi Yoshimura', 'Sakae Horisawa']",2016.0,['2075-4450'],1.0,0.0,2.0,3.0,https://scite.ai/reports/evidence-of-subterranean-termite-feeding-xzaGMM,Fomitopsidaceae_Polyporales_Fungus_Reticulitermes speratus_Fibroporia radiculosa_Botany_Biology,0.0,0.0,0.0
10.2147/ppa.s112932,Medicine-related services in community pharmacy: public preferences for pharmacy attributes and promotional methods and comparison with pharmacists&#39; perceptions,,"['Shivaun Gammie', 'Ruth Rodgers', 'Ruey Leng Loo', 'Sarah Corlett', 'Janet Krska']",2016.0,['1177-889X'],1.0,0.0,4.0,5.0,https://scite.ai/reports/medicine-related-services-in-community-pharmacy-d80KvM,No data.,0.0,0.0,0.0
10.5220/0005831904350442,Restrictive Deterrence: Impact of Warning Banner Messages on Repeated Low-trust Software Use,,"['Mario Silic', 'Dario Silic', 'Goran Oblakovic']",2016.0,[],1.0,0.0,1.0,2.0,https://scite.ai/reports/restrictive-deterrence-impact-of-warning-LvpRPE,Information management_Banner_Software_Computer security_Computer science_Deterrence theory_Fear appeal_Information processing,0.0,0.0,0.0
10.1016/j.jhealeco.2016.01.006,"Assaults, murders and walkers: The impact of violent crime on physical activity",,"['Katharina Janke', 'Carol Propper', 'Michael A. Shields']",2016.0,['0167-6296'],1.0,0.0,3.0,4.0,https://scite.ai/reports/assaults-murders-and-walkers-the-JAPr4a,Advertising_Psychology_Human factors and ergonomics_Occupational safety and health_Injury prevention_Violent crime_Poison control_Physical activity_Homicide_Suicide prevention_Criminology,0.0,0.0,0.0
