doi,fields
10.35940/ijrte.b1039.0782s519,No data.
10.1177/070674376901400302,No data.
10.1016/j.jvir.2018.12.415,Bridging (networking)_Underrepresented Minority_Medical education_Interventional radiology_Medicine
10.1177/0021909619826339,Political economy_Political science_Corruption_Political corruption_Democracy_Politics
10.1515/hfsg.1971.25.2.43,Environmental science_Pulp and paper industry_Botany_Preservative
10.1177/002200276300700101,Epistemology_Sociology_Negotiation_Game theoretic_Management science_Deterrence theory_Politics
10.1119/1.1934153,Physics_Mathematics education_Sarcasm_CLARITY_Effective teaching_Statistical analyses_Rating scale
10.2472/jsms.16.1038,Metallurgy_Materials science_Compaction_Diffraction_Ferrous_Sintering_Bar stock_Iron powder_Machining_Toughness
10.1002/jsfa.2740020804,Total dissolved solids_Chemistry_JAMS_Berry_Citric acid_Ascorbic acid_Food science
10.13189/sa.2019.070301,Criminal justice_Government_Political science_Human services_Worship_Prison_Shame_Focus group_Deterrence theory_Criminology
10.1186/s13717-019-0179-3,Sensory cue_Ecology_Repeated sampling_Herbivore_Biology
10.1371/journal.pone.0222643,Cross-sectional study_Socioeconomic status_Demography_Logistic regression_Health care_Social isolation_Live birth_Child marriage_Postnatal Care_Medicine
10.1177/002200276100500302,Political economy_Political science_European community_Deterrence theory_Economic system_Politics
10.1007/s12325-019-00963-0,Pharmacokinetics_Bioavailability_Adverse effect_Cmax_Oxycodone_Oral administration_Nausea_Anesthesia_Bioequivalence_Medicine
10.1287/opre.20.1.205,No data.
10.1177/000271626133500191,Sociology_Humanities_Free press_Public administration
10.2307/1421106,Developmental psychology_Psychology_Effort justification_Cognitive psychology_Reinforcement
10.1111/j.1741-5446.1965.tb00220.x,Peer group_Developmental psychology_Psychology_Intellectual development_Social psychology
10.1093/mq/v.3.316,Sociology_Mathematics education_Pedagogy_Democracy
10.1017/s0084255900002540,Political science_Religious studies
10.1111/j.1741-2005.1963.tb00932.x,Criminology
10.1111/jfb.14124,Phototaxis_Sander_Negative phototaxis_Light colour_Control treatment_Laboratory research_Biology_Zoology
10.1080/03071847309423518,Political science_Law_Doctrine_Deterrence theory
10.2307/1955601,No data.
10.1080/03621537.2019.1577333,No data.
10.1037/10544-008,No data.
10.1098/rspb.1931.0090,Explant culture_On cells_Cell culture_Biology_Tissue culture_Cell biology
10.1525/aa.1960.62.5.02a00100,Psychology_Psychotherapist
10.1111/j.1570-7458.1972.tb00191.x,Molecular biology_Fructose_Disaccharide_Maltose_Sericesthis_Volume concentration_Amino acid_Biology_Taste
10.2307/3310862,No data.
10.2307/2009422,No data.
10.1192/bjp.115.527.1208,Philosophy_Neurophysiology_Classics
10.1111/dome.12193,Realpolitik_Political science_Ancient history
10.1177/004056396202300323,Philosophy_Classics_Environmental ethics
10.1177/002200276300700201,No data.
10.2139/ssrn.3382512,Economics_Law and economics_Criminal law_Doctrine_Enforcement_Criminal punishment_Incentive_Normative_Deterrence theory
10.22438/jeb/40/5(si)/si-15,Biodiversity_Business_Environmental protection_Biofouling
10.2307/2609225,Political economy_Political science_Law_Disarmament_National security_Arms control_Deterrence theory_Politics
10.21810/jicw.v2i1.951,Economics_Cyberwarfare_Nuclear weapon_Rationality_CLARITY_Hybrid warfare_Computer security_Deterrence theory
10.2307/1598933,Economics_Human factors and ergonomics_Occupational safety and health_Injury prevention_Cabinet (file format)_Accident prevention_Poison control_Suicide prevention_Medical emergency_Deterrence theory
10.1017/s0035869x00099275,Philosophy_Law_Malay
10.1177/002234336800500201,No data.
10.11591/ijeecs.v14.i3.pp1405-1411,Government_Reference model_Infographic_Dashboard (business)_Data visualization_Data science_Effective solution_Motor vehicle crash_Visualization_Computer science
10.2190/enq1-tl36-xwtm-jr4t,Health education_Higher education_Public health_Psychology_Nursing_Health care_Health promotion_International health_Drug education_Health policy
10.4159/harvard.9780674184510.c14,No data.
10.2307/2613963,Political economy_Political science_National Policy_Persuasion_Public relations_Deterrence theory
10.1136/bmj.1.3913.34,World Wide Web_Data science_Pleasure_Cruise_Computer science
10.2307/3390538,Scheduling (computing)_Psychology_Commission_Team teaching_Individual study_Medical education_Correlation and dependence
10.2466/pr0.1970.27.1.19,Developmental psychology_Conformity_Psychology_Personality measurement_Group dynamic_College undergraduate_Anxiety_Reinforcement_Social psychology
10.11606/issn.2447-7125.v0i30p115-132,Humanities_Political science
10.35961/perada.v2i2.86,No data.
10.1177/030639686400500302,Criminology
10.3109/13682827109011528,Esophageal speech_Otorhinolaryngology_Rehabilitation_Hearing loss_Audiometry_Population_Audiologist_Speech-Language Pathology_Audiology_Medicine
10.2307/1598985,No data.
10.1177/003591573102400546,No data.
10.1080/08856559.1932.10534214,Psychology_Haven_International congress_Criminology
10.1126/science.175.4018.140,International trade_Nuclear technology_Political science_Nuclear weapon_Negotiation_Treaty_Arms control_Military technology_Deterrence theory_Strategic Arms Limitation Talks
10.1177/002200276000400406,Political science_Law and economics_Iron Curtain_Seriousness_Victory_Massive retaliation_Military technology_Deterrence theory_Criminology_Collective security_Criticism
10.1177/0269758019886510,Delegation (computing)_Kingdom_Law_Attrition_Convict_History
10.1177/106591296001300318,Political economy_Political science_China_Foreign relations_Communism_Economic history
10.15171/ijtmgh.2019.07,Geography_Malaria_Age groups_Malaria transmission_Malaria elimination_Socioeconomics
10.2307/3101985,Political science_Law and economics_Law_Deterrence theory
10.1007/s00265-019-2643-6,Aposematism_Predation_Insect_Beak_Population_Animal ecology_Mimicry_Biology_Zoology_Predator
10.1126/science.134.3485.1063-b,Art_Ciliated protozoa_Art history
10.1080/23738871.2019.1701693,Business_Nexus (standard)_Emerging technologies_Strategic stability_Computer security_Compromise_Deterrence theory
10.2307/40184485,German_Political science_Ancient history_Yesterday_Battle
10.2307/2009806,Ceteris paribus_Nuclear technology_Economics_Law and economics_Alliance_Aggression_International relations_Arms control_Deterrence theory
10.30659/jdh.v2i1.4216,No data.
10.1017/s0003581500018503,Lying_Ancient history_Empire_Frontier_Subsidy_History
10.2307/1952619,No data.
10.1177/000271626938100103,Retributive justice_Resocialization_Sociology_Law_Criminal law_Sanctions_Imprisonment_Western culture_Torture_Deterrence theory
10.5860/crl.80.2.150,No data.
10.2307/2616904,Political science_Peacemaking_Deterrence theory_Criminology
10.1111/j.1467-8306.1968.tb01640.x,Social relation_Political economy_Law_Geography_Border zone_Colonial period_Two stages_Politics
10.1177/1051449x1100800101,No data.
10.15294/ijcls.v4i1.18748,Political science_Law and economics_Corruption_Mandate_Constitution_Legislation_Sanctions_Salary_Legal research_Legislature
10.1177/097492847002600118,Political science_China_Law_Economic history
10.2307/2193089,Political science_Law_International law
10.1115/1.3445716,Scrubber_Flue gas_Lime_Sulfur dioxide_Waste disposal_Environmental science_Waste management_Flue-gas desulfurization_Wet scrubber_Data scrubbing
10.2139/ssrn.3327235,Political science_Jurisdiction_Crime of aggression_Jus ad bellum_Criminal court_Deterrence theory_Criminology
10.15421/391978,No data.
10.1177/001112876601200110,Norm (social)_Psychology_Human factors and ergonomics_Occupational safety and health_Injury prevention_Capital punishment_Poison control_Suicide prevention_Certainty_Social psychology
10.1016/j.jvir.2018.12.416,First impression (psychology)_Medical physics_Primary care_Interventional radiology_Medicine
10.1017/s0084255900006586,No data.
10.2307/212200,Economics_Agricultural economy_Agricultural economics
10.1007/s11160-019-09583-x,Diversity of fish_Wildlife conservation_Fisheries management_Aquatic organisms_Animal ecology_Fishery_Biology_Underwater
10.2307/349728,Psychology_Law_Parental consent_Social psychology
10.1016/j.palaeo.2018.12.013,Geology_Paleozoic_Predation_Olenellus_Cambrian Series 2_Cephalon_Trilobite_Lagerstätte_Zoology_Predator
10.1080/20531702.2019.1669323,Political science_Law and economics_Nuclear weapon_Threatened species_Neutrality_Deterrence theory
10.5962/bhl.title.32754,No data.
10.1111/csp2.137,Business_Poverty_Organised crime_Wildlife trade_Sanctions_Enforcement_Prison_Livelihood_Economic growth_Deterrence theory
10.2307/1984355,Political science_Law and economics_Deterrence theory
10.1021/acs.jafc.8b06511,Horticulture_Spodoptera litura_Brassica_Plutella_Beet armyworm_Brucea javanica_Azadirachtin_Quassinoid_Diamondback moth_Biology
10.4043/1283-ms,Marine engineering_Environmental science
10.1002/ece3.5695,Artificial intelligence_Object detection_Toolbox_Field trial_MATLAB_Computer vision_Computer science_False positive paradox_Cognitive neuroscience of visual object recognition_Local binary patterns_Image processing
10.4039/ent31123-5,Cabinet (file format)_PEST analysis_Ethnology_Brother_Dermestes_History
10.1177/002200276601000303,Accounting_Political science_International financial management_International development
10.2307/20037978,No data.
10.2139/ssrn.3342536,Public economics_Norm (social)_Business_Payment_Government_Income tax_Public disclosure_Taxpayer_Compliance behavior_Deterrence theory
10.1080/00358536408452505,No data.
10.1177/004711786700300104,Economy_Geography_Population explosion
10.1111/j.0033-0124.1972.00335.x,Geology_Geotechnical engineering_Geographer_Comparative evaluation_Gravity model of trade
10.1017/s0002930000264567,No data.
10.1086/385523,Political economy_Government_Political science_Economic problem_Law_North Atlantic Treaty_Veto_Economic community_Liberalism_Democracy_General election
10.1177/001258067008829303,No data.
10.1177/1940082919831838,Deforestation_Apex predator_Endangered species_Habitat_Predation_Ecology_Fowl_Spizaetus_Eagle_Biology
10.1017/s0084255900006239,Political economy_Political science_Nuclear weapon_Military policy
10.1177/002096435701100305,No data.
10.1080/05679326808448106,Positive economics_Economics_Rationality_Deterrence theory
10.5958/2320-317x.2019.00044.8,Internet privacy_Academic dishonesty_Originality_Dilemma_Copying_Digitization_Misconduct_Plagiarism detection_Mathematics_Deterrence theory
10.1111/j.1365-2621.1958.tb17550.x,Contamination_Food spoilage_Chemistry_Sucrose_Yeast_Food science_Escherichia coli_Microbiology
10.1016/0002-9610(48)90345-6,Nursing_MEDLINE_Economic situation_Medical education_Medicine
10.1080/00963402.1965.11454795,Political science_Law_Threatened species_Combatant_Deterrence theory
10.1525/aa.1955.57.6.02a00050,World War II_Empirical evidence_Political science_American studies_Political climate_New Deal_Frontier_Community life_Culture of the United States_Environmental ethics
10.2139/ssrn.3327485,Mens rea_Political science_Law and economics_Legal liability_Criminal law_Legal fiction_Corporation_Natural person_Culpability_Deterrence theory
10.1093/isq/sqz062,Business_International economics_Negotiation_Global public good_Global climate_Distributive politics_Original data_Pollution_Politics
10.24821/jtks.v4i2.3085,SWOT analysis_Political science_Business administration_Qualitative descriptive
10.4236/ajibm.2019.93029,Business_Government_Audit_Accountability_Environmental governance_Accountability system_Natural resource_Public administration_Corporate governance_State function
10.1063/1.1717665,Hall effect sensor_Magnetic field_Joule heating_Optics_Physics_Hall effect_Voltage_Harmonics_Stroboscope_Nuclear magnetic resonance_Frequency response
10.1126/science.150.3697.730-a,No data.
10.1177/002200277101500408,Zero-sum game_Example of a game without a value_Mathematical economics_Offensive_Repeated game_Harm_Credibility_Mathematics_Deterrence theory_Social psychology_Punitive damages
10.2139/ssrn.3480709,Economic model_Product design_Mathematical economics_Computational complexity theory_Tort_Discrete set_Computer science_Strict liability_Deterrence theory_Real number
10.1002/aqc.3150,Submarine pipeline_Foraging_Harbour_Phoca_Marine species_Environmental science_Fishery_Global Positioning System_Underwater
10.1109/ee.1956.6441908,No data.
10.1080/00358537208453018,International trade_Political science_Deterrence theory
10.1080/09662839.2019.1637855,Political economy_Assertiveness_Political science_The Baltics_Deterrence theory_Foreign policy
10.1080/03071846209423479,Criminology
10.31945/iprij.190104,Engineering_Economy
10.35940/ijitee.l2581.1081219,No data.
10.1177/002234337200900302,Engineering_Mathematical economics_Prime (order theory)_Stochastic game_Decision-making models_Rand corporation_Poison control_Computer security_If and only if_Deterrence theory_Second strike
10.1515/hfsg.1963.17.1.21,Ecology_Nasutitermes exitiosus_Botany_Biology
10.2307/3895447,Rangeland_Weed control_Palatability_Festuca octoflora_Grazing_Forage_Bouteloua gracilis_Agronomy_Biology_Human fertilization
10.7312/hunt93234-009,No data.
10.1163/22134379-17504006,Refugee_Political science_Maritime boundary_Asian studies_Repatriation_Criminology
10.21236/ad0734772,No data.
10.1080/03007995.2019.1661679,Oxycodone_Naltrexone_Tolerability_Opioid_Chronic pain_Oxycodone hydrochloride_Naltrexone Hydrochloride_Anesthesia_Clinical trial_Medicine
10.1093/iclqaj/18.3.805-a,No data.
10.31073/agrovisnyk201904-12,Business_Market economy
10.1001/jama.1902.02480200023009,No data.
10.20542/0131-2227-2019-63-12-50-55,Business_Navy_Missile_Early warning system_Disarmament_Missile Technology Control Regime_Warning system_Computer security_Adversary_Deterrence theory
10.1108/oxan-db249497,No data.
10.2307/445326,Political economy_Ideology_Political science
10.11648/j.ijhpebs.20190501.14,Primary education_Ethnic group_Odds_Demography_Logistic regression_Residence_Marital status_Human immunodeficiency virus (HIV)_Service utilization_Medicine
10.1038/105311a0,No data.
10.1126/science.155.3770.1653,No data.
10.11610/connections.18.1-2.04,No data.
10.2307/1141800,No data.
10.1177/001872087201400106,Interdiction_Engineering_Civil law (legal system)_Law_Automobile Accident_Cooperative research_Human being_Strategic planning_Deterrence theory
10.17721/1728-2721.2019.74.11,Economy_Political science_Periodic graph (geometry)_Tourism
10.1093/aesa/61.4.900,Larva_Oulema_Cereal leaf beetle_Desiccation_Agronomy_Biology
10.9734/arrb/2019/v34i130141,Anopheles gambiae_Larvicide_Annona muricata_Traditional medicine_Biology
10.1177/026455054800501707,No data.
10.2307/40199029,Political science_Law and economics_National security_Deterrence theory
10.1093/isr/viz050,Political economy_Political science_Deterrence theory
10.3390/computers8040081,IP address spoofing_Network packet_Spoofing attack_Network security_Computer security_Denial-of-service attack_Computer science_Internet traffic_Cloud computing_Server
10.21236/ad0687071,No data.
10.2307/1849305,No data.
10.1136/bmj.2.4472.442,World Wide Web_Medicine
10.1177/002070206101600401,Political economy_Security policy_Political science_Military policy_Preventive war_Disarmament_Surrender_Arms control_Deterrence theory_Politics
10.2172/4301276,Casting_Metallurgy_Materials science_Heavy water_Machining_Surface finish_Slag
10.1111/j.1570-7458.1969.tb02556.x,Dorsum_Mature adult_Gynecology_First line_Biology
10.3390/molecules24091724,Chemistry_Decanoic acid_Myzus persicae_Lolium perenne_Meloidogyne javanica_Ethyl acetate_Meloidogyne incognita_Phytotoxicity_Solanum_Food science
10.1111/j.1570-7458.1969.tb02571.x,Ecology_Colorado potato beetle_Weevil_Chemical basis_Chemical stimuli_Host finding_Highly sensitive_Botany_Biology
10.1017/s0020818300009565,Political economy_Government_Political science_Negotiation_Disarmament_Deterrence theory_Politics
10.1177/004051754301300707,No data.
10.1111/j.1423-0410.1959.tb05127.x,Political science_Blood preservation_Gynecology
10.1136/bmj.2.5650.191-a,Data science_Private practice_Public relations_Medicine
10.1109/taes.1971.310415,No data.
10.1038/112881a0,No data.
10.1192/bjp.114.506.135,Psychiatry_Medicine
10.1109/blockchain.2019.00080,Software deployment_Edge device_Blockchain_Enforcement_Smart surveillance_Privacy protection_Computer security_Computer science_Deterrence theory_Analytics
10.33245/2310-9270-2019-146-1-74-84,Biology
10.31436/jlls.v2i2ling.72,Engineering_Humanities_Arabic
10.1002/wsb.1025,Silver-haired bat_Lasiurus borealis_Lasionycteris noctivagans_Environmental science_Fishery
10.1111/gere.12295,Sociology_Social integration_Deterrence theory_Criminology
10.28945/4237,No data.
10.2139/ssrn.3360615,Confession_Criminal investigation_Business_Law and economics_Financial market_Cartel_Law enforcement_Collusion_Deterrence theory_Big data
10.1177/026455054800501706,No data.
10.1515/9781400877164-001,No data.
10.1109/tai.1952.6371243,Acceleration_Engineering_Control engineering_Traction motor_Dynamic braking_Automotive engineering_Shunt (electrical)_Commutation_Electrical design_Electromagnetic coil_Vehicle dynamics
10.1002/cl2.1005,No data.
10.29173/alr2564,Economics_Individualism_Law and economics_Rationality_Arbitrariness_Charter_Discretion_Supreme court_Deterrence theory
10.1177/0040571x7207500806,Political science_Law_Bishops
10.1016/j.euroecorev.2019.103315,Economics_Microeconomics_Cross-licensing_Collusion_Incentive_Deterrence theory
10.2139/ssrn.3457939,No data.
10.2307/3307599,Business_Law_Lease_Bailment
10.33102/mjsl.v7i2.156,Political science_Law_Sanctions_Obligation_Economic sanctions_Convention_International security_International law_Deterrence theory_Politics_Political science_Law_Security council_International law
10.1111/j.1570-7458.1962.tb00577.x,Taraxacum officinale_Catalpa_Verbascum_Arctium_Verbascum thapsus_Tobacco Hornworms_Nutritional deficiency_Botany_Biology
10.1017/s008425590000351x,No data.
10.1515/9781400877164,No data.
10.35940/ijitee.k1072.09811s19,No data.
10.1093/police/paz075,Psychology_Metropolitan area_Ticket_Officer_Enforcement_Focus group_Deterrence theory_Criminology_Thematic analysis
10.32786/2071-9485-2019-04-32,No data.
10.21236/ad0631241,No data.
10.1111/j.1570-7458.1967.tb00047.x,Molecular biology_Leucine_Tryptophan_Myzus persicae_Isoleucine_Phenylalanine_Arginine_Methionine_Amino acid_Biochemistry_Biology
10.1177/019263656004425542,Psychology_Quality education_Medical education
10.1017/iop.2019.12,No data.
10.1111/1365-2435.13167,No data.
10.1007/s11572-018-09487-0,Moral responsibility_Philosophy of law_Political science_Law and economics_Compatibilism_Self defense_Deterrence theory
10.1111/j.1468-0149.1964.tb00844.x,No data.
10.2208/jscejge.75.76,Geology_Slip (materials science)_Structural engineering
10.1177/001391657100300306,Ethnic group_Demography_Geography_Family planning_Population control_Socioeconomics_Population growth_Spanish Civil War
10.4135/9781483392240.n122,No data.
10.2307/1142018,Political science_Law and economics_Law enforcement_Computer security
10.7312/rose93320-007,No data.
10.1177/106591297202500409,Political science_Skepticism_Law and economics_World-system_Alliance_Honor_Collective security_Politics
10.1177/000271620702900335,Political science_Capital punishment_Criminology
10.1051/e3sconf/20198804001,Ambivalence_Political science_Militarization_Silence_Cold war_Deterrence theory_Fatalism_Criminology_Politics
10.1111/j.1468-2230.1971.tb02324.x,No data.
10.3126/botor.v7i0.4388,Germination_Ecosystem_Cropping_Weed control_Composition (visual arts)_Weed_Chenopodium_Spergula arvensis_Agroforestry_Agronomy_Biology
10.2307/1978318,No data.
10.1080/00396336108440241,Economics_Law and economics_Deterrence theory
10.1111/j.1570-7458.1969.tb02555.x,Larva_Pieris brassicae_Sensillum_Highly sensitive_Botany_Biology_Taste
10.1177/0011128719885869,Psychology_Gun violence_Individual level_Deterrence theory_Criminology
10.2307/1231509,Business_Natural resource economics_Agricultural policy_Agricultural economics
10.3126/dsaj.v13i0.25890,Geography_Tuberculosis_Socioeconomics
10.1177/1354068819836037,Political science_Knesset_Law_Party switching
10.1108/ejim-08-2018-0177,Engineering management_Conceptual framework_Government_Qualitative research_Commercial off-the-shelf_Pace_Technology integration_Technology insertion_Improved performance_Computer science
10.1177/146642401503600203,No data.
10.1017/s0034670500024025,No data.
10.1136/bmj.3.5822.354-a,No data.
10.1017/s181638311900047x,Economy_Political science_Frontier
10.1016/0047-2352(73)90101-3,Political economy_Political science_Crime control_Deterrence theory_Criminology
10.2307/2009527,No data.
10.32840/2663-6026.2019.6-2.23,Developmental psychology_Psychology_Emotional intelligence_Emotional exhaustion
10.1111/j.1570-7458.1969.tb02573.x,Horticulture_Anthonomus_Weevil_Gossypium barbadense_Boll weevil_Field conditions_Egg laying_Instar_Botany_Biology_Abscission
10.1037/e464472008-024,No data.
10.2307/1137141,Political science_Law and economics_Deterrence theory
10.1177/108056997203500410,No data.
10.1080/00963402.1961.11454256,Economics_Deterrence theory_Criminology
10.1111/j.1467-9787.1968.tb01285.x,Geography_Socioeconomics
10.1111/j.1467-923x.1961.tb00430.x,No data.
10.2307/2009260,Political economy_Political science_Adversary_Arms control
10.1177/000348946307200211,Radiological weapon_Carcinoma_Larynx_Laryngectomy_Laryngeal Neoplasm_Radiation therapy_General surgery_Medicine
10.1136/bmj.2.2596.1000-a,No data.
10.4236/ojbm.2019.74108,No data.
10.2307/1598143,No data.
10.2307/2009305,No data.
10.1109/ee.1959.6445793,No data.
10.1002/smj.3098,Endowment_Adaptability_Economic geography_State ownership_Cultural distance_Foreign direct investment_Medicine_Geographical distance
10.2307/40198748,No data.
10.2307/1190222,Retributive justice_Psychology_Conviction_Legislation_Sexual misconduct_Sanctions_Penology_Criminology_Punitive damages_Sadistic personality disorder
10.33114/adim.2019.c12.183,Business_Commerce
10.1080/05679327308448289,No data.
10.1177/147377957300200301,No data.
10.1177/000486587300600105,Engineering_Prison_General theory_Phenomenon_Criminology_Leverage (finance)
10.1051/matecconf/201929800059,Matrix (mathematics)_Composite material_Materials science_Aluminium_Automotive industry
10.5694/j.1326-5377.1955.tb49050.x,No data.
10.1080/03071846309420776,Genealogy_History
10.1111/j.1749-6632.1965.tb56023.x,No data.
10.2307/3052990,Social status_Psychology_Secondary deviance_Ceremony_Social role_Reinforcement_Labeling theory_Social psychology_Primary deviance_Deviance (sociology)
10.1177/002242786400100207,Welfare_Sociology_Social policy_Law enforcement_Population_Criminology
10.2307/1371673,No data.
10.24843/jmhu.2019.v08.i01.p06,No data.
10.1109/taes.1971.310245,No data.
10.12977/stor762,No data.
10.1093/jeclap/lpz018,Business_Law and economics_Competition law_Liability_Sanctions
10.1017/s0084255900005490,No data.
10.2307/318978,No data.
10.1111/j.1745-9125.1973.tb00594.x,Psychology_Crime control_Deterrence theory_Criminology
10.4236/ojo.2019.98019,No data.
10.1080/00358535508451940,No data.
10.1007/s13593-019-0593-z,Horticulture_Ripening_Larva_PEST analysis_Drosophila suzukii_Perillaldehyde_Leptospermum_Thymol_Pest control_Biology
10.1021/cen-v027n040.p2827,No data.
10.1093/obo/9780199743292-0252,No data.
10.1086/291688,Psychology_Deterrence theory_Criminology
10.11610/connections.18.1-2.01,No data.
10.11610/connections.18.1-2.00,No data.
10.2307/2577176,No data.
10.1038/scientificamerican11061897-18223supp,No data.
10.1653/024.102.0202,Horticulture_Lepidoptera genitalia_Eupatorium_Bauhinia_Myrtaceae_Verbenaceae_Sapindaceae_Conopomorpha sinensis_Lantana camara_Biology
10.1007/s10796-019-09956-4,Public economics_Uncertainty avoidance_Economics_Sanctions_Information security_Deterrence theory_Hofstede's cultural dimensions theory_Security studies_Meta-analysis_Deviance (sociology)
10.32609/0042-8736-2019-9-123-134,Business_Support system_Industrial organization_Developing country
10.25104/warlit.v24i1.984,Finance_Business_Revenue_Local government_License_Treasury_Regional income_Public transport_Benchmarking
10.4324/9781351180962-19,Political science_Law and economics_Deterrence theory
10.3390/biom9100563,Ligand (biochemistry)_Docking (molecular)_Odorant-binding protein_Chemistry_Molecular cloning_PEST analysis_Insect_Whitefly_Odorant binding_Biochemistry
10.2139/ssrn.3356925,Economics_Law and economics_Cartel_Experimental research_Anti trust_Deterrence theory
10.7249/wr1190-1,Psychology_Law and economics_Certainty
10.22214/ijraset.2019.3440,In vehicle_Computer security_Computer science_Deterrence theory_Internet of Things
10.24191/jcis.v4i1.22,Political science_Lepas_Ocimum_Research methodology_Traditional medicine
10.35467/sdq/105601,Security policy_Political science_Social security_Russian federation_Public administration_Economic security
10.46972/2076-1546.2019.16.15,Environmental resource management_Business_Adversary
10.31234/osf.io/wuspt,No data.
10.35940/ijrte.b1129.0882s819,No data.
10.2139/ssrn.3449172,Human migration_Refugee_Mortality rate_Geography_Demographic economics_Mediterranean climate_Forced migration_Deterrence theory
10.1097/aln.0000000000002031,Intensive care medicine_Oxycodone_Morphine_Opioid overdose_Drug_Opioid_Opioid abuse_Abuse deterrent_Addiction_Medicine
10.1093/oso/9780190908645.003.0004,Computer science_Arithmetic
10.15294/ijcls.v4i1.19613,Psychology_Criminal law_Sexual violence_Harassment_Sexual abuse_Child sexual abuse_Criminology
10.19026/crjbs.11.6023,Niclosamide_Andrographis paniculata_Saponin_Ipomoea_Furcraea_Pomacea maculata_Ficus deltoidea_Entada spiralis_Traditional medicine_Biology
10.1080/10357718.2018.1545831,Political economy_Political science_China_Rocket_Command and control_Deterrence theory
10.32923/tarbawy.v6i1.864,Humanities_Political science_Agama
10.31219/osf.io/mpurj,No data.
10.2307/j.ctv5npjp8.7,Psychology_Cognition_Cognitive psychology_Deterrence theory
10.1016/j.socscimed.2018.08.021,Lifelong learning_Sociology_Qualitative research_Enabling_Perception_Capacity building_Productive aging_Baby boomers_Public relations_Deterrence theory
10.3171/2018.3.spine171147,Surgery_Mortality rate_Femoral neck_Oswestry Disability Index_Bone density_Blood loss_Lumbar interbody fusion_Medicine_Cohort_Fixation (histology)
10.1108/ijcma-08-2018-0093,Political science_Nuclear weapon_Credibility_Nuclear environment_South asia_Three level_Development economics_Deterrence theory_Spanish Civil War
10.1093/oso/9780198828945.003.0005,Political science_Cold war_Economic history
10.1038/s41598-019-46624-8,Public good_Economics_Microeconomics_Deterrence theory
10.1190/int-2018-0206.1,Geology_Data assimilation_Reservoir management_Cycle time_Real-time computing
10.1177/1098611119895069,Political science_Law enforcement_Gang violence_Gun violence_Crime reduction_Deterrence theory_Criminology
10.1177/2051570719881944,Advertising_Psychology_Risk perception_Perception_Perceived quality
10.4324/9780429046902-5,Political economy_Economics_Limited war_Deterrence theory
10.1093/ia/iiz171,Government_Political science_Official history_Polaris_Economic history
10.38043/jids.v3i2.2199,Humanities_Political science_Udara
10.1007/978-3-030-26403-1_23,Private sector_Political science_Law and economics_Doctrine_Denial_Cyberspace_Deterrence theory_Autonomy
10.1017/9781108655583.006,Philosophy_Law and economics_Free will_Deontological ethics_Deterrence theory
10.4324/9780429269080-6,Geography_South asia_Development economics
10.1177/0117196819842972,Political economy_Refugee_Political science_Asia pacific_Southeast asian_Outsourcing_Deterrence theory_Comprehensive Plan of Action_Punitive damages
10.2308/atax-52510,Public economics_Business_Corporate tax_Agency cost_Tax avoidance_Corporate title_State income tax
10.29252/hrjbaq.4.1.1,Psychology_Perception_Family communication_Social psychology
10.1186/s42269-019-0244-1,Alkaline phosphatase_Proinflammatory cytokine_Chemistry_Superoxide dismutase_Oxidative stress_Antioxidant_Glutathione peroxidase_Fibrosis_Thioacetamide_Pharmacology
10.31289/arbiter.v1i1.101,Political science_Illegal logging_Forestry
10.1001/amajethics.2019.58,Public policy_Refugee_Political science_Occupational safety and health_Law_Convention on the Rights of the Child_Poison control_Suicide prevention_Deterrence theory_Deportation
10.1515/sirius-2019-1005,No data.
10.4324/9780429041242-6,Political science_Aeronautics
10.1111/1751-7915.13365,Bioassay_Biological pest control_Integrated pest management_Alcaligenes faecalis_Symbiotic bacteria_Energy source_Bacteria_Crop protection_Botany_Biology
10.7717/peerj.7620,Control area_Facade_Cedar waxwing_Salt lake_Untreated control_Hydrology_Environmental science
10.25300/misq/2019/15117,Public economics_Stalemate_Business_Security policy_Variables_Information security policy_Relative weight_Information security_Meta-analysis_Robustness (computer science)
10.4324/9780429289347,International trade_Political science_Deterrence theory
10.4324/9780429289347-10,No data.
10.1101/725820,Frass_Larva_Plant defense against herbivory_Predation_Food competition_Hatching_Sphingidae_Manduca sexta_Biology_Zoology
10.1093/oso/9780190908645.003.0003,Positive economics_Economics_Deterrence theory
10.29013/ejlps-19-3-14-19,Psychology_Sexual violence_Sanctions_Criminology
10.34221/kjps.2019.27.2.2,Hypersonic speed_Engineering_Aeronautics_Weapon system_Deterrence theory
10.1016/j.ijlcj.2019.01.002,Finance_Business_Logistic regression_Financial institution_Collusion_Financial sector_Deterrence theory
10.1080/19490976.2019.1611153,Social perception_Logistic regression_Health care_Young adult_Perception_Donation_Residence_Family medicine_Altruism_Biology
10.1007/s11292-019-09364-3,Human factors and ergonomics_Occupational safety and health_Injury prevention_Perception_Procedural justice_Poison control_Suicide prevention_Deterrence theory_Criminology
10.4324/9780429046384-4,Political science_Environmental ethics
10.4324/9780429035449-6,Economics_Deterrence theory_Criminology
10.1371/journal.pone.0220830,Crop_Larva_Ingestion_Embryo_Colorado potato beetle_Leptinotarsa_Conjugated linoleic acid_Agricultural pest_Food science_Biology
